run_id,machine_id,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,event_time
RUN_00035,MACHINE_M,M14894,298.8,309.1,1559,34.7,95,False,2024-01-01T03:24:00
RUN_00036,MACHINE_M,M14895,298.8,309.2,1452,48.6,98,False,2024-01-01T03:30:00
RUN_00037,MACHINE_M,M14896,298.9,309.2,1581,36.7,101,False,2024-01-01T03:36:00
RUN_00038,MACHINE_L,L47217,298.8,309.1,1439,39.2,104,False,2024-01-01T03:42:00
RUN_00039,MACHINE_H,H29452,298.9,309.2,1379,50.7,106,False,2024-01-01T03:48:00
RUN_00040,MACHINE_L,L47219,298.8,309.1,1350,52.5,111,False,2024-01-01T03:54:00
RUN_00041,MACHINE_L,L47220,298.8,309.1,1362,45.4,113,False,2024-01-01T04:00:00
RUN_00042,MACHINE_L,L47221,298.8,309.1,1368,50.8,115,False,2024-01-01T04:06:00
RUN_00043,MACHINE_M,M14902,298.8,309.1,1368,49.1,117,False,2024-01-01T04:12:00
RUN_00044,MACHINE_H,H29457,298.8,309.2,1372,48.5,120,False,2024-01-01T04:18:00
RUN_00045,MACHINE_M,M14904,298.8,309.1,1472,47.5,125,False,2024-01-01T04:24:00
RUN_00046,MACHINE_L,L47225,298.8,309.1,1489,49.1,128,False,2024-01-01T04:30:00
RUN_00047,MACHINE_M,M14906,298.7,309.0,1843,25.8,130,False,2024-01-01T04:36:00
RUN_00048,MACHINE_L,L47227,298.8,309.1,1418,46.3,133,False,2024-01-01T04:42:00
RUN_00049,MACHINE_H,H29462,298.8,309.2,1425,53.9,135,False,2024-01-01T04:48:00
RUN_00050,MACHINE_M,M14909,298.9,309.2,1412,44.1,140,False,2024-01-01T04:54:00
RUN_00051,MACHINE_L,L47230,298.9,309.1,2861,4.6,143,True,2024-01-01T05:00:00
RUN_00052,MACHINE_L,L47231,298.9,309.1,1383,54.9,145,False,2024-01-01T05:06:00
RUN_00053,MACHINE_H,H29466,298.8,309.0,1497,43.8,147,False,2024-01-01T05:12:00
RUN_00054,MACHINE_L,L47233,298.7,309.0,1565,35.1,152,False,2024-01-01T05:18:00
RUN_00055,MACHINE_L,L47234,298.7,309.0,1691,30.1,154,False,2024-01-01T05:24:00
RUN_00056,MACHINE_L,L47235,298.8,309.1,1512,40.7,156,False,2024-01-01T05:30:00
RUN_00057,MACHINE_L,L47236,298.8,309.1,1477,42.4,158,False,2024-01-01T05:36:00
RUN_00058,MACHINE_L,L47237,298.8,309.1,1513,40.3,160,False,2024-01-01T05:42:00
RUN_00059,MACHINE_M,M14918,298.8,309.0,1661,29.5,162,False,2024-01-01T05:48:00
RUN_00060,MACHINE_L,L47239,298.8,309.1,1378,54.4,165,False,2024-01-01T05:54:00
RUN_00061,MACHINE_L,L47240,298.8,309.1,1393,52.6,167,False,2024-01-01T06:00:00
RUN_00062,MACHINE_M,M14921,298.8,309.0,1592,38.2,169,False,2024-01-01T06:06:00
RUN_00063,MACHINE_L,L47242,298.8,309.0,1829,22.9,172,False,2024-01-01T06:12:00
RUN_00064,MACHINE_M,M14923,298.9,309.0,1812,25.9,174,False,2024-01-01T06:18:00
RUN_00065,MACHINE_L,L47244,299.0,309.1,1523,38.6,177,False,2024-01-01T06:24:00
RUN_00066,MACHINE_L,L47245,299.0,309.1,1394,45.1,179,False,2024-01-01T06:30:00
RUN_00067,MACHINE_M,M14926,298.9,308.9,1679,28.7,181,False,2024-01-01T06:36:00
RUN_00068,MACHINE_H,H29481,298.8,308.9,1466,44.1,184,False,2024-01-01T06:42:00
RUN_00069,MACHINE_L,L47248,298.8,308.9,1527,32.4,189,False,2024-01-01T06:48:00
RUN_00070,MACHINE_L,L47249,298.9,309.0,1410,65.7,191,True,2024-01-01T06:54:00
RUN_00071,MACHINE_M,M14930,298.9,309.0,1924,22.6,193,False,2024-01-01T07:00:00
RUN_00072,MACHINE_L,L47251,298.9,309.1,1452,45.5,196,False,2024-01-01T07:06:00
RUN_00073,MACHINE_L,L47252,298.9,309.1,1369,44.4,198,False,2024-01-01T07:12:00
RUN_00074,MACHINE_L,L47253,299.0,309.1,1592,35.0,200,False,2024-01-01T07:18:00
RUN_00075,MACHINE_L,L47254,298.9,309.0,1601,32.3,202,False,2024-01-01T07:24:00
RUN_00076,MACHINE_L,L47255,298.8,308.9,1379,46.7,204,False,2024-01-01T07:30:00
RUN_00077,MACHINE_L,L47256,298.8,308.9,1461,47.9,206,False,2024-01-01T07:36:00
RUN_00078,MACHINE_L,L47257,298.8,308.9,1455,41.3,208,True,2024-01-01T07:42:00
RUN_00079,MACHINE_L,L47258,298.8,308.9,1398,51.5,0,False,2024-01-01T07:48:00
RUN_00080,MACHINE_L,L47259,298.8,308.9,1402,37.9,2,False,2024-01-01T07:54:00
RUN_00081,MACHINE_H,H29494,298.8,308.8,1445,49.9,4,False,2024-01-01T08:00:00
RUN_00082,MACHINE_L,L47261,298.9,308.9,1450,47.5,9,False,2024-01-01T08:06:00
RUN_00083,MACHINE_L,L47262,298.9,308.9,1453,40.8,11,False,2024-01-01T08:12:00
RUN_00084,MACHINE_L,L47263,299.0,309.0,1469,40.1,13,False,2024-01-01T08:18:00
RUN_00085,MACHINE_L,L47264,298.9,308.9,1422,47.6,15,False,2024-01-01T08:24:00
RUN_00086,MACHINE_M,M14945,299.0,309.0,1804,26.8,17,False,2024-01-01T08:30:00
RUN_00087,MACHINE_H,H29500,299.0,309.0,1436,43.9,20,False,2024-01-01T08:36:00
RUN_00088,MACHINE_L,L47267,299.0,309.0,1544,31.8,25,False,2024-01-01T08:42:00
RUN_00089,MACHINE_M,M14948,299.0,309.0,1419,45.2,27,False,2024-01-01T08:48:00
RUN_00090,MACHINE_M,M14949,298.9,308.9,1487,39.5,30,False,2024-01-01T08:54:00
RUN_00091,MACHINE_L,L47270,298.9,308.9,1753,25.8,33,False,2024-01-01T09:00:00
RUN_00092,MACHINE_L,L47271,298.9,308.9,1830,24.9,35,False,2024-01-01T09:06:00
RUN_00093,MACHINE_M,M14952,298.9,308.9,1727,27.1,37,False,2024-01-01T09:12:00
RUN_00094,MACHINE_L,L47273,299.1,309.0,1450,43.0,40,False,2024-01-01T09:18:00
RUN_00095,MACHINE_L,L47274,299.0,308.9,1622,31.9,42,False,2024-01-01T09:24:00
RUN_00096,MACHINE_M,M14955,299.0,309.0,1351,52.2,44,False,2024-01-01T09:30:00
RUN_00097,MACHINE_M,M14956,299.0,309.0,1575,35.3,47,False,2024-01-01T09:36:00
RUN_00098,MACHINE_M,M14957,298.9,308.9,1750,29.9,50,False,2024-01-01T09:42:00
RUN_00099,MACHINE_L,L47278,298.9,308.8,1529,32.7,53,False,2024-01-01T09:48:00
RUN_00100,MACHINE_L,L47279,298.8,308.8,1523,44.4,55,False,2024-01-01T09:54:00
RUN_00101,MACHINE_L,L47280,298.8,308.9,1852,25.0,57,False,2024-01-01T10:00:00
RUN_00102,MACHINE_L,L47281,298.8,308.8,1991,20.7,59,False,2024-01-01T10:06:00
RUN_00103,MACHINE_L,L47282,298.8,308.8,1555,40.6,61,False,2024-01-01T10:12:00
RUN_00104,MACHINE_M,M14963,298.8,308.8,1441,40.5,63,False,2024-01-01T10:18:00
RUN_00105,MACHINE_L,L47284,298.8,308.7,1450,43.4,66,False,2024-01-01T10:24:00
RUN_00106,MACHINE_L,L47285,298.8,308.7,1591,31.1,68,False,2024-01-01T10:30:00
RUN_00107,MACHINE_L,L47286,298.8,308.7,1445,48.5,70,False,2024-01-01T10:36:00
RUN_00108,MACHINE_M,M14967,298.8,308.8,1497,46.8,72,False,2024-01-01T10:42:00
RUN_00109,MACHINE_H,H29522,298.9,308.8,1621,32.7,75,False,2024-01-01T10:48:00
RUN_00110,MACHINE_L,L47289,298.9,308.7,1572,34.1,80,False,2024-01-01T10:54:00
RUN_00111,MACHINE_L,L47290,298.8,308.6,1872,22.5,82,False,2024-01-01T11:00:00
RUN_00112,MACHINE_H,H29525,298.7,308.6,1499,43.5,84,False,2024-01-01T11:06:00
RUN_00113,MACHINE_M,M14972,298.8,308.7,1498,39.5,89,False,2024-01-01T11:12:00
RUN_00114,MACHINE_M,M14973,298.8,308.6,1486,41.9,92,False,2024-01-01T11:18:00
RUN_00115,MACHINE_L,L47294,298.8,308.6,1680,29.4,95,False,2024-01-01T11:24:00
RUN_00116,MACHINE_L,L47295,298.8,308.6,1431,45.7,97,False,2024-01-01T11:30:00
RUN_00117,MACHINE_L,L47296,298.9,308.7,1564,34.1,99,False,2024-01-01T11:36:00
RUN_00118,MACHINE_L,L47297,298.8,308.6,1599,33.0,101,False,2024-01-01T11:42:00
RUN_00119,MACHINE_M,M14978,298.8,308.6,1707,28.1,103,False,2024-01-01T11:48:00
RUN_00120,MACHINE_L,L47299,298.7,308.5,1467,40.7,106,False,2024-01-01T11:54:00
RUN_00121,MACHINE_L,L47300,298.9,308.7,1433,44.7,108,False,2024-01-01T12:00:00
RUN_00122,MACHINE_L,L47301,298.9,308.7,1558,41.2,110,False,2024-01-01T12:06:00
RUN_00123,MACHINE_L,L47302,299.0,308.8,1310,50.7,112,False,2024-01-01T12:12:00
RUN_00124,MACHINE_L,L47303,298.9,308.7,1546,43.4,114,False,2024-01-01T12:18:00
RUN_00125,MACHINE_L,L47304,298.9,308.7,1727,29.4,116,False,2024-01-01T12:24:00
RUN_00126,MACHINE_L,L47305,298.9,308.6,1560,32.2,118,False,2024-01-01T12:30:00
RUN_00127,MACHINE_L,L47306,299.0,308.6,1329,60.5,120,False,2024-01-01T12:36:00
RUN_00128,MACHINE_L,L47307,298.9,308.6,1413,46.5,122,False,2024-01-01T12:42:00
RUN_00129,MACHINE_L,L47308,299.0,308.6,1587,38.6,124,False,2024-01-01T12:48:00
RUN_00130,MACHINE_L,L47309,298.9,308.5,1559,34.3,126,False,2024-01-01T12:54:00
RUN_00131,MACHINE_L,L47310,298.8,308.4,1473,41.1,128,False,2024-01-01T13:00:00
RUN_00132,MACHINE_L,L47311,298.8,308.4,1737,27.7,130,False,2024-01-01T13:06:00
RUN_00133,MACHINE_M,M14992,298.7,308.4,1441,43.2,132,False,2024-01-01T13:12:00
RUN_00134,MACHINE_M,M14993,298.7,308.4,1430,49.6,135,False,2024-01-01T13:18:00
RUN_00135,MACHINE_L,L47314,298.8,308.4,1369,53.0,138,False,2024-01-01T13:24:00
RUN_00136,MACHINE_M,M14995,298.8,308.5,1711,28.5,140,False,2024-01-01T13:30:00
RUN_00137,MACHINE_H,H29550,298.7,308.5,1420,45.7,143,False,2024-01-01T13:36:00
RUN_00138,MACHINE_L,L47317,298.7,308.6,1297,55.3,148,False,2024-01-01T13:42:00
RUN_00139,MACHINE_H,H29552,298.8,308.6,1449,49.4,150,False,2024-01-01T13:48:00
RUN_00140,MACHINE_L,L47319,298.8,308.6,1268,55.8,155,False,2024-01-01T13:54:00
RUN_00141,MACHINE_L,L47320,298.8,308.6,1511,36.1,157,False,2024-01-01T14:00:00
RUN_00142,MACHINE_L,L47321,298.7,308.5,1544,35.2,159,False,2024-01-01T14:06:00
RUN_00143,MACHINE_M,M15002,298.6,308.4,1778,28.2,161,False,2024-01-01T14:12:00
RUN_00144,MACHINE_H,H29557,298.6,308.4,1407,50.5,164,False,2024-01-01T14:18:00
RUN_00145,MACHINE_M,M15004,298.6,308.4,1391,42.4,169,False,2024-01-01T14:24:00
RUN_00146,MACHINE_L,L47325,298.5,308.4,1513,33.6,172,False,2024-01-01T14:30:00
RUN_00147,MACHINE_H,H29560,298.5,308.4,1612,36.1,174,False,2024-01-01T14:36:00
RUN_00148,MACHINE_L,L47327,298.4,308.4,1515,40.1,179,False,2024-01-01T14:42:00
RUN_00149,MACHINE_M,M15008,298.3,308.3,1379,48.0,181,False,2024-01-01T14:48:00
RUN_00150,MACHINE_L,L47329,298.4,308.3,1473,39.9,184,False,2024-01-01T14:54:00
RUN_00151,MACHINE_L,L47330,298.4,308.3,1422,42.7,186,False,2024-01-01T15:00:00
RUN_00152,MACHINE_M,M15011,298.4,308.2,1463,37.6,188,False,2024-01-01T15:06:00
RUN_00153,MACHINE_M,M15012,298.4,308.2,1584,41.0,191,False,2024-01-01T15:12:00
RUN_00154,MACHINE_L,L47333,298.4,308.2,1850,27.0,194,False,2024-01-01T15:18:00
RUN_00155,MACHINE_L,L47334,298.4,308.2,1528,36.2,196,False,2024-01-01T15:24:00
RUN_00156,MACHINE_H,H29569,298.4,308.2,1987,19.8,198,False,2024-01-01T15:30:00
RUN_00157,MACHINE_M,M15016,298.4,308.1,1495,46.0,203,False,2024-01-01T15:36:00
RUN_00158,MACHINE_H,H29571,298.4,308.2,1478,43.5,206,False,2024-01-01T15:42:00
RUN_00159,MACHINE_M,M15018,298.4,308.2,1499,40.0,211,False,2024-01-01T15:48:00
RUN_00160,MACHINE_L,L47339,298.4,308.2,1471,47.0,214,False,2024-01-01T15:54:00
RUN_00161,MACHINE_L,L47340,298.4,308.2,1282,60.7,216,True,2024-01-01T16:00:00
RUN_00162,MACHINE_L,L47341,298.3,308.1,1412,52.3,218,True,2024-01-01T16:06:00
RUN_00163,MACHINE_L,L47342,298.3,308.1,1586,35.5,0,False,2024-01-01T16:12:00
RUN_00164,MACHINE_M,M15023,298.4,308.2,1468,43.8,2,False,2024-01-01T16:18:00
RUN_00165,MACHINE_M,M15024,298.5,308.3,1440,43.6,5,False,2024-01-01T16:24:00
RUN_00166,MACHINE_L,L47345,298.5,308.4,1733,26.0,8,False,2024-01-01T16:30:00
RUN_00167,MACHINE_H,H29580,298.4,308.2,1612,32.6,10,False,2024-01-01T16:36:00
RUN_00168,MACHINE_H,H29581,298.4,308.3,1458,42.9,15,False,2024-01-01T16:42:00
RUN_00169,MACHINE_L,L47348,298.4,308.3,1433,62.3,20,True,2024-01-01T16:48:00
RUN_00170,MACHINE_L,L47349,298.4,308.3,1318,59.1,22,False,2024-01-01T16:54:00
RUN_00171,MACHINE_M,M15030,298.4,308.2,1610,35.0,24,False,2024-01-01T17:00:00
RUN_00172,MACHINE_L,L47351,298.2,308.1,1462,50.8,27,False,2024-01-01T17:06:00
RUN_00173,MACHINE_M,M15032,298.1,308.0,1924,20.8,29,False,2024-01-01T17:12:00
RUN_00174,MACHINE_M,M15033,298.2,308.0,1591,33.7,32,False,2024-01-01T17:18:00
RUN_00175,MACHINE_L,L47354,298.2,308.1,1306,58.3,35,False,2024-01-01T17:24:00
RUN_00176,MACHINE_L,L47355,298.2,308.1,1382,43.5,37,False,2024-01-01T17:30:00
RUN_00177,MACHINE_L,L47356,298.2,308.1,1618,34.7,39,False,2024-01-01T17:36:00
RUN_00178,MACHINE_L,L47357,298.2,308.2,1988,21.4,41,False,2024-01-01T17:42:00
RUN_00179,MACHINE_L,L47358,298.2,308.2,1436,50.2,43,False,2024-01-01T17:48:00
RUN_00180,MACHINE_L,L47359,298.2,308.3,1304,49.8,45,False,2024-01-01T17:54:00
RUN_00181,MACHINE_L,L47360,298.2,308.3,1475,49.9,47,False,2024-01-01T18:00:00
RUN_00182,MACHINE_H,H29595,298.2,308.3,1824,24.2,49,False,2024-01-01T18:06:00
RUN_00183,MACHINE_M,M15042,298.1,308.2,1342,48.1,54,False,2024-01-01T18:12:00
RUN_00184,MACHINE_L,L47363,298.1,308.2,1485,40.7,57,False,2024-01-01T18:18:00
RUN_00185,MACHINE_L,L47364,298.2,308.2,1667,30.6,59,False,2024-01-01T18:24:00
RUN_00186,MACHINE_L,L47365,298.2,308.2,1446,38.2,61,False,2024-01-01T18:30:00
RUN_00187,MACHINE_L,L47366,298.1,308.3,1301,56.0,63,False,2024-01-01T18:36:00
RUN_00188,MACHINE_L,L47367,298.2,308.4,1379,43.1,65,False,2024-01-01T18:42:00
RUN_00189,MACHINE_L,L47368,298.3,308.5,1606,33.6,67,False,2024-01-01T18:48:00
RUN_00190,MACHINE_M,M15049,298.3,308.4,1539,43.4,69,False,2024-01-01T18:54:00
RUN_00191,MACHINE_L,L47370,298.2,308.4,1477,49.9,72,False,2024-01-01T19:00:00
RUN_00192,MACHINE_L,L47371,298.2,308.4,1666,34.6,74,False,2024-01-01T19:06:00
RUN_00193,MACHINE_H,H29606,298.2,308.4,1398,51.8,76,False,2024-01-01T19:12:00
RUN_00194,MACHINE_H,H29607,298.2,308.4,1678,34.6,81,False,2024-01-01T19:18:00
RUN_00195,MACHINE_M,M15054,298.2,308.5,2678,10.7,86,True,2024-01-01T19:24:00
RUN_00196,MACHINE_L,L47375,298.3,308.5,1453,42.9,89,False,2024-01-01T19:30:00
RUN_00197,MACHINE_H,H29610,298.3,308.6,1432,49.5,91,False,2024-01-01T19:36:00
RUN_00198,MACHINE_M,M15057,298.4,308.6,1527,40.9,96,False,2024-01-01T19:42:00
RUN_00199,MACHINE_L,L47378,298.4,308.7,1588,35.0,99,False,2024-01-01T19:48:00
RUN_00200,MACHINE_L,L47379,298.4,308.6,1433,47.1,101,False,2024-01-01T19:54:00
RUN_00201,MACHINE_L,L47380,298.4,308.6,1609,35.0,103,False,2024-01-01T20:00:00
RUN_00202,MACHINE_L,L47381,298.3,308.5,1575,41.2,105,False,2024-01-01T20:06:00
RUN_00203,MACHINE_M,M15062,298.4,308.5,1636,35.7,107,False,2024-01-01T20:12:00
RUN_00204,MACHINE_L,L47383,298.4,308.5,1490,37.9,110,False,2024-01-01T20:18:00
RUN_00205,MACHINE_L,L47384,298.4,308.5,1741,32.8,112,False,2024-01-01T20:24:00
RUN_00206,MACHINE_M,M15065,298.5,308.6,1344,53.0,114,False,2024-01-01T20:30:00
RUN_00207,MACHINE_L,L47386,298.5,308.7,1609,35.3,117,False,2024-01-01T20:36:00
RUN_00208,MACHINE_M,M15067,298.4,308.7,1421,60.7,119,True,2024-01-01T20:42:00
RUN_00209,MACHINE_L,L47388,298.4,308.6,1591,36.7,122,False,2024-01-01T20:48:00
RUN_00210,MACHINE_L,L47389,298.4,308.6,1477,44.0,124,False,2024-01-01T20:54:00
RUN_00211,MACHINE_L,L47390,298.4,308.7,1523,36.1,126,False,2024-01-01T21:00:00
RUN_00212,MACHINE_L,L47391,298.5,308.7,1575,33.9,128,False,2024-01-01T21:06:00
RUN_00213,MACHINE_H,H29626,298.4,308.7,1344,52.9,130,False,2024-01-01T21:12:00
RUN_00214,MACHINE_L,L47393,298.4,308.7,1386,44.9,135,False,2024-01-01T21:18:00
RUN_00215,MACHINE_M,M15074,298.3,308.6,1589,37.1,137,False,2024-01-01T21:24:00
RUN_00216,MACHINE_L,L47395,298.3,308.6,1548,40.3,140,False,2024-01-01T21:30:00
RUN_00217,MACHINE_L,L47396,298.3,308.6,1499,38.3,142,False,2024-01-01T21:36:00
RUN_00218,MACHINE_L,L47397,298.3,308.5,1664,31.6,144,False,2024-01-01T21:42:00
RUN_00219,MACHINE_L,L47398,298.3,308.6,1447,38.1,146,False,2024-01-01T21:48:00
RUN_00220,MACHINE_M,M15079,298.3,308.5,1434,46.2,148,False,2024-01-01T21:54:00
RUN_00221,MACHINE_L,L47400,298.3,308.5,1416,52.7,151,False,2024-01-01T22:00:00
RUN_00222,MACHINE_H,H29635,298.4,308.5,1827,24.3,153,False,2024-01-01T22:06:00
RUN_00223,MACHINE_L,L47402,298.4,308.6,1304,45.0,158,False,2024-01-01T22:12:00
RUN_00224,MACHINE_L,L47403,298.4,308.6,1569,34.4,160,False,2024-01-01T22:18:00
RUN_00225,MACHINE_L,L47404,298.3,308.6,1584,29.3,162,False,2024-01-01T22:24:00
RUN_00226,MACHINE_L,L47405,298.3,308.5,1362,53.8,164,False,2024-01-01T22:30:00
RUN_00227,MACHINE_L,L47406,298.3,308.4,1329,49.2,166,False,2024-01-01T22:36:00
RUN_00228,MACHINE_L,L47407,298.3,308.5,1539,36.1,168,False,2024-01-01T22:42:00
RUN_00229,MACHINE_M,M15088,298.3,308.5,1629,37.1,170,False,2024-01-01T22:48:00
RUN_00230,MACHINE_L,L47409,298.3,308.5,1538,32.2,173,False,2024-01-01T22:54:00
RUN_00231,MACHINE_L,L47410,298.3,308.6,1570,34.8,175,False,2024-01-01T23:00:00
RUN_00232,MACHINE_L,L47411,298.3,308.4,1408,43.1,177,False,2024-01-01T23:06:00
RUN_00233,MACHINE_L,L47412,298.2,308.4,1424,47.6,179,False,2024-01-01T23:12:00
RUN_00234,MACHINE_L,L47413,298.2,308.4,1512,34.9,181,False,2024-01-01T23:18:00
RUN_00235,MACHINE_L,L47414,298.2,308.4,1478,42.9,183,False,2024-01-01T23:24:00
RUN_00236,MACHINE_M,M15095,298.1,308.3,1680,33.7,185,False,2024-01-01T23:30:00
RUN_00237,MACHINE_L,L47416,298.1,308.3,1495,38.7,188,False,2024-01-01T23:36:00
RUN_00238,MACHINE_M,M15097,298.0,308.1,1552,36.6,190,False,2024-01-01T23:42:00
RUN_00239,MACHINE_L,L47418,297.9,308.1,1393,50.3,193,False,2024-01-01T23:48:00
RUN_00240,MACHINE_L,L47419,298.0,308.2,1611,30.6,195,False,2024-01-01T23:54:00
RUN_00241,MACHINE_M,M15100,298.0,308.1,1339,51.6,197,False,2024-01-02T00:00:00
RUN_00242,MACHINE_L,L47421,298.0,308.1,1777,24.3,200,False,2024-01-02T00:06:00
RUN_00243,MACHINE_L,L47422,298.0,308.2,1348,58.8,202,True,2024-01-02T00:12:00
RUN_00244,MACHINE_L,L47423,298.0,308.2,1442,44.1,204,False,2024-01-02T00:18:00
RUN_00245,MACHINE_M,M15104,298.0,308.2,1395,49.1,206,False,2024-01-02T00:24:00
RUN_00246,MACHINE_M,M15105,297.9,308.1,1627,31.4,209,False,2024-01-02T00:30:00
RUN_00247,MACHINE_L,L47426,297.9,308.1,1585,33.5,212,False,2024-01-02T00:36:00
RUN_00248,MACHINE_L,L47427,298.0,308.2,1469,45.5,214,False,2024-01-02T00:42:00
RUN_00249,MACHINE_L,L47428,298.0,308.3,1362,56.8,216,True,2024-01-02T00:48:00
RUN_00250,MACHINE_L,L47429,298.0,308.3,1405,56.2,218,True,2024-01-02T00:54:00
RUN_00251,MACHINE_L,L47430,298.0,308.3,1662,32.7,0,False,2024-01-02T01:00:00
RUN_00252,MACHINE_M,M15111,298.0,308.2,1466,42.6,2,False,2024-01-02T01:06:00
RUN_00253,MACHINE_L,L47432,298.0,308.2,1620,35.8,5,False,2024-01-02T01:12:00
RUN_00254,MACHINE_L,L47433,298.0,308.2,1357,48.2,7,False,2024-01-02T01:18:00
RUN_00255,MACHINE_L,L47434,298.0,308.2,1514,37.9,9,False,2024-01-02T01:24:00
RUN_00256,MACHINE_L,L47435,298.0,308.2,1489,40.4,11,False,2024-01-02T01:30:00
RUN_00257,MACHINE_L,L47436,298.1,308.3,1331,63.0,13,False,2024-01-02T01:36:00
RUN_00258,MACHINE_L,L47437,298.0,308.0,1615,29.5,15,False,2024-01-02T01:42:00
RUN_00259,MACHINE_L,L47438,298.1,308.2,1482,37.9,17,False,2024-01-02T01:48:00
RUN_00260,MACHINE_M,M15119,298.1,308.2,1420,63.9,19,True,2024-01-02T01:54:00
RUN_00261,MACHINE_M,M15120,298.2,308.3,1522,49.1,22,False,2024-01-02T02:00:00
RUN_00262,MACHINE_L,L47441,298.1,308.2,1654,32.1,25,False,2024-01-02T02:06:00
RUN_00263,MACHINE_M,M15122,298.1,308.2,1736,26.8,27,False,2024-01-02T02:12:00
RUN_00264,MACHINE_M,M15123,298.0,308.1,1587,32.3,30,False,2024-01-02T02:18:00
RUN_00265,MACHINE_L,L47444,298.1,308.2,1390,47.5,33,False,2024-01-02T02:24:00
RUN_00266,MACHINE_L,L47445,298.0,308.1,1454,37.1,35,False,2024-01-02T02:30:00
RUN_00267,MACHINE_H,H29680,298.0,308.1,1440,43.7,37,False,2024-01-02T02:36:00
RUN_00268,MACHINE_L,L47447,297.9,308.0,1954,21.1,42,False,2024-01-02T02:42:00
RUN_00269,MACHINE_H,H29682,297.9,308.0,1800,24.8,44,False,2024-01-02T02:48:00
RUN_00270,MACHINE_L,L47449,298.0,308.0,1524,37.0,49,False,2024-01-02T02:54:00
RUN_00271,MACHINE_H,H29684,298.0,308.0,1520,39.6,51,False,2024-01-02T03:00:00
RUN_00272,MACHINE_M,M15131,298.1,308.1,1452,40.8,56,False,2024-01-02T03:06:00
