lot_id,event_time,yield_pass,sensor_na_rate,n_spc_alarms
LOT_0037,2008-07-28T04:37:00,True,0.0475,25
LOT_0038,2008-07-28T05:36:00,True,0.0339,1
LOT_0039,2008-07-28T06:45:00,False,0.0475,10
LOT_0040,2008-07-28T08:36:00,True,0.0542,6
LOT_0041,2008-07-28T15:11:00,False,0.0339,6
LOT_0042,2008-07-28T23:57:00,True,0.0542,5
LOT_0043,2008-07-29T04:08:00,True,0.0407,3
LOT_0044,2008-07-29T05:16:00,True,0.0475,4
LOT_0045,2008-07-29T06:19:00,True,0.0475,18
LOT_0046,2008-07-29T08:23:00,False,0.0339,0
LOT_0047,2008-07-29T11:47:00,True,0.0475,23
LOT_0048,2008-07-29T15:41:00,True,0.0475,20
LOT_0049,2008-07-29T15:49:00,False,0.0339,7
LOT_0050,2008-07-29T17:05:00,False,0.0475,0
LOT_0051,2008-07-29T18:08:00,False,0.0746,7
LOT_0052,2008-07-29T21:07:00,True,0.0339,25
LOT_0053,2008-07-29T23:14:00,True,0.0475,4
LOT_0054,2008-07-29T23:19:00,True,0.0797,3
LOT_0055,2008-07-30T06:30:00,True,0.0339,25
LOT_0056,2008-07-30T07:08:00,True,0.0475,2
LOT_0057,2008-07-30T12:02:00,True,0.0339,1
LOT_0058,2008-07-30T12:29:00,False,0.0339,34
LOT_0059,2008-07-30T21:16:00,False,0.0339,21
LOT_0060,2008-07-31T13:57:00,True,0.061,2
LOT_0061,2008-07-31T15:36:00,True,0.0339,3
LOT_0062,2008-07-31T17:07:00,True,0.0339,22
LOT_0063,2008-07-31T20:18:00,False,0.0339,3
LOT_0064,2008-01-08T02:02:00,True,0.0339,8
LOT_0065,2008-01-08T05:52:00,False,0.0407,8
LOT_0066,2008-01-08T10:20:00,True,0.0542,1
LOT_0067,2008-01-08T10:26:00,True,0.0339,9
LOT_0068,2008-01-08T11:28:00,True,0.0407,1
LOT_0069,2008-01-08T12:29:00,True,0.0339,7
LOT_0070,2008-01-08T14:07:00,True,0.0339,2
LOT_0071,2008-01-08T15:10:00,True,0.0339,6
LOT_0072,2008-02-08T03:39:00,True,0.0407,0
LOT_0073,2008-03-08T13:09:00,True,0.0475,22
LOT_0074,2008-03-08T14:06:00,True,0.0339,6
LOT_0075,2008-03-08T14:25:00,True,0.0746,1
LOT_0076,2008-03-08T15:03:00,True,0.0339,3
LOT_0077,2008-03-08T15:27:00,True,0.0475,2
LOT_0078,2008-03-08T16:00:00,True,0.0339,5
LOT_0079,2008-03-08T17:00:00,True,0.0339,2
LOT_0080,2008-03-08T17:58:00,True,0.0475,4
LOT_0081,2008-03-08T20:23:00,True,0.0339,1
LOT_0082,2008-03-08T22:52:00,True,0.0339,9
LOT_0083,2008-04-08T00:39:00,False,0.0339,3
LOT_0084,2008-04-08T03:45:00,True,0.0475,1
LOT_0085,2008-04-08T03:49:00,True,0.0475,27
LOT_0086,2008-04-08T13:19:00,True,0.0542,13
LOT_0087,2008-04-08T14:04:00,True,0.0475,10
LOT_0088,2008-04-08T14:31:00,True,0.0407,1
LOT_0089,2008-04-08T15:29:00,True,0.0542,12
LOT_0090,2008-04-08T16:15:00,True,0.1475,10
LOT_0091,2008-04-08T16:31:00,True,0.0475,3
LOT_0092,2008-04-08T17:11:00,True,0.0407,22
LOT_0093,2008-04-08T17:46:00,True,0.0475,6
LOT_0094,2008-04-08T18:24:00,True,0.1627,21
LOT_0095,2008-04-08T19:58:00,True,0.1153,6
LOT_0096,2008-04-08T20:32:00,True,0.1627,12
LOT_0097,2008-04-08T20:58:00,False,0.0339,22
LOT_0098,2008-04-08T21:43:00,True,0.061,6
LOT_0099,2008-04-08T22:51:00,True,0.0814,2
LOT_0100,2008-04-08T23:33:00,True,0.0475,26
LOT_0101,2008-05-08T00:04:00,True,0.061,2
LOT_0102,2008-05-08T01:12:00,True,0.0678,5
LOT_0103,2008-05-08T02:15:00,True,0.0475,15
LOT_0104,2008-05-08T02:36:00,True,0.061,4
LOT_0105,2008-05-08T02:45:00,True,0.0475,0
LOT_0106,2008-05-08T03:17:00,True,0.0475,0
LOT_0107,2008-05-08T03:36:00,True,0.0407,1
LOT_0108,2008-05-08T03:54:00,True,0.0475,4
LOT_0109,2008-05-08T04:32:00,True,0.0407,1
LOT_0110,2008-05-08T04:35:00,True,0.0542,6
LOT_0111,2008-05-08T05:11:00,True,0.0339,5
LOT_0112,2008-05-08T06:10:00,True,0.0542,3
LOT_0113,2008-05-08T06:11:00,True,0.0475,7
LOT_0114,2008-05-08T06:21:00,True,0.0475,7
LOT_0115,2008-05-08T07:12:00,True,0.061,5
LOT_0116,2008-05-08T07:12:00,False,0.0475,7
LOT_0117,2008-05-08T07:48:00,True,0.0475,3
LOT_0118,2008-05-08T08:50:00,True,0.0475,1
LOT_0119,2008-05-08T09:48:00,True,0.0678,1
LOT_0120,2008-05-08T14:17:00,True,0.0339,6
LOT_0121,2008-05-08T14:45:00,True,0.0407,8
LOT_0122,2008-05-08T15:45:00,True,0.0339,8
LOT_0123,2008-05-08T20:04:00,True,0.0339,0
LOT_0124,2008-05-08T21:07:00,True,0.0475,6
LOT_0125,2008-05-08T21:22:00,True,0.0475,0
LOT_0126,2008-05-08T23:02:00,True,0.0339,5
LOT_0127,2008-05-08T23:06:00,True,0.0407,2
LOT_0128,2008-05-08T23:38:00,True,0.0475,1
LOT_0129,2008-06-08T00:04:00,True,0.0475,4
LOT_0130,2008-06-08T02:20:00,True,0.0339,1
LOT_0131,2008-06-08T03:22:00,True,0.0339,9
LOT_0132,2008-06-08T05:40:00,False,0.0339,5
LOT_0133,2008-06-08T09:56:00,True,0.0542,5
LOT_0134,2008-06-08T09:57:00,True,0.1424,8
LOT_0135,2008-06-08T12:33:00,True,0.0678,4
LOT_0136,2008-06-08T13:35:00,True,0.0678,2
LOT_0137,2008-06-08T17:35:00,True,0.0475,1
LOT_0138,2008-06-08T18:00:00,True,0.0678,1
LOT_0139,2008-06-08T18:34:00,True,0.0475,0
LOT_0140,2008-06-08T19:13:00,True,0.0475,1
LOT_0141,2008-06-08T19:24:00,True,0.0678,3
LOT_0142,2008-06-08T20:00:00,True,0.0475,2
LOT_0143,2008-06-08T20:17:00,True,0.061,3
LOT_0144,2008-06-08T21:15:00,True,0.0339,27
LOT_0145,2008-06-08T22:27:00,True,0.0339,27
LOT_0146,2008-06-08T23:40:00,True,0.061,4
LOT_0147,2008-06-08T23:45:00,True,0.0475,1
LOT_0148,2008-07-08T00:51:00,True,0.0407,2
LOT_0149,2008-07-08T07:30:00,True,0.0475,4
LOT_0150,2008-07-08T08:21:00,True,0.0407,8
LOT_0151,2008-07-08T08:45:00,True,0.0475,6
LOT_0152,2008-07-08T08:55:00,True,0.0881,3
LOT_0153,2008-07-08T10:12:00,True,0.0475,0
LOT_0154,2008-07-08T11:10:00,True,0.0339,6
LOT_0155,2008-07-08T11:40:00,False,0.0475,1
LOT_0156,2008-08-08T04:55:00,True,0.0407,0
LOT_0157,2008-08-08T07:26:00,True,0.0475,1
LOT_0158,2008-08-08T08:44:00,False,0.0407,3
LOT_0159,2008-08-08T12:37:00,False,0.0475,0
LOT_0160,2008-08-08T20:21:00,True,0.0339,2
LOT_0161,2008-08-08T21:22:00,True,0.0339,3
LOT_0162,2008-08-08T21:53:00,True,0.0339,2
LOT_0163,2008-08-08T22:06:00,True,0.0339,0
LOT_0164,2008-08-08T22:25:00,True,0.0542,28
LOT_0165,2008-09-08T02:15:00,True,0.0407,0
LOT_0166,2008-09-08T02:37:00,True,0.061,0
LOT_0167,2008-09-08T06:05:00,True,0.0339,0
LOT_0168,2008-09-08T09:16:00,False,0.0407,3
LOT_0169,2008-09-08T09:22:00,True,0.0407,0
LOT_0170,2008-09-08T11:42:00,False,0.0542,7
LOT_0171,2008-09-08T17:34:00,True,0.0339,2
LOT_0172,2008-09-08T19:03:00,True,0.0475,3
LOT_0173,2008-09-08T20:04:00,True,0.0339,20
LOT_0174,2008-09-08T21:07:00,True,0.0678,10
LOT_0175,2008-09-08T22:15:00,True,0.0407,7
LOT_0176,2008-09-08T22:37:00,True,0.0678,6
LOT_0177,2008-09-08T23:17:00,True,0.0475,0
LOT_0178,2008-09-08T23:34:00,True,0.061,3
LOT_0179,2008-10-08T00:09:00,True,0.0407,2
LOT_0180,2008-10-08T00:46:00,True,0.0407,10
LOT_0181,2008-10-08T06:00:00,False,0.0407,1
LOT_0182,2008-10-08T06:41:00,True,0.0475,3
LOT_0183,2008-10-08T07:01:00,False,0.0339,1
LOT_0184,2008-10-08T11:16:00,True,0.0729,21
LOT_0185,2008-10-08T11:49:00,True,0.0475,10
LOT_0186,2008-10-08T12:22:00,True,0.061,1
LOT_0187,2008-10-08T15:59:00,False,0.0339,21
LOT_0188,2008-10-08T19:07:00,True,0.0475,2
LOT_0189,2008-10-08T20:07:00,False,0.061,3
LOT_0190,2008-10-08T22:26:00,False,0.0475,2
LOT_0191,2008-11-08T03:06:00,True,0.0339,2
LOT_0192,2008-11-08T04:09:00,True,0.0475,4
LOT_0193,2008-11-08T05:15:00,True,0.0542,2
LOT_0194,2008-11-08T11:35:00,True,0.0407,4
LOT_0195,2008-11-08T12:38:00,True,0.0339,2
LOT_0196,2008-12-08T04:23:00,True,0.1017,20
LOT_0197,2008-12-08T06:16:00,True,0.0525,22
LOT_0198,2008-12-08T10:54:00,True,0.0407,0
LOT_0199,2008-12-08T11:29:00,True,0.0746,1
LOT_0200,2008-12-08T12:04:00,True,0.0475,6
LOT_0201,2008-08-13T02:48:00,True,0.0542,1
LOT_0202,2008-08-15T03:26:00,True,0.0814,3
LOT_0203,2008-08-15T04:14:00,True,0.0542,4
LOT_0204,2008-08-15T05:13:00,True,0.0542,1
LOT_0205,2008-08-15T09:38:00,True,0.0678,1
LOT_0206,2008-08-15T10:14:00,True,0.0475,4
LOT_0207,2008-08-15T11:42:00,True,0.0407,3
LOT_0208,2008-08-15T18:19:00,True,0.0475,1
LOT_0209,2008-08-15T19:19:00,True,0.0475,3
LOT_0210,2008-08-15T20:00:00,True,0.0339,0
LOT_0211,2008-08-15T20:03:00,True,0.0542,1
LOT_0212,2008-08-15T23:31:00,True,0.0475,3
LOT_0213,2008-08-16T02:21:00,True,0.0542,2
LOT_0214,2008-08-16T05:47:00,True,0.0542,0
LOT_0215,2008-08-16T06:52:00,True,0.061,2
LOT_0216,2008-08-16T07:33:00,True,0.0475,0
LOT_0217,2008-08-16T08:39:00,True,0.0339,0
LOT_0218,2008-08-16T08:41:00,True,0.0407,2
LOT_0219,2008-08-16T09:44:00,False,0.0407,3
LOT_0220,2008-08-16T13:51:00,True,0.0407,4
LOT_0221,2008-08-16T14:30:00,True,0.0407,1
LOT_0222,2008-08-16T15:16:00,True,0.0407,1
LOT_0223,2008-08-16T15:19:00,False,0.0542,0
LOT_0224,2008-08-16T23:48:00,True,0.0475,1
LOT_0225,2008-08-17T00:52:00,True,0.0339,0
LOT_0226,2008-08-17T01:53:00,True,0.0339,0
LOT_0227,2008-08-17T03:17:00,True,0.0542,0
LOT_0228,2008-08-17T03:18:00,True,0.0475,5
LOT_0229,2008-08-17T03:46:00,True,0.0339,3
LOT_0230,2008-08-17T04:19:00,True,0.0542,0
LOT_0231,2008-08-17T05:21:00,True,0.0542,0
LOT_0232,2008-08-17T12:16:00,False,0.0407,1
LOT_0233,2008-08-17T13:34:00,True,0.0407,2
LOT_0234,2008-08-17T14:21:00,True,0.0475,0
LOT_0235,2008-08-17T15:25:00,True,0.0407,3
LOT_0236,2008-08-17T21:26:00,False,0.0746,3
LOT_0237,2008-08-17T22:03:00,False,0.0407,0
LOT_0238,2008-08-17T22:21:00,True,0.0407,0
LOT_0239,2008-08-17T23:04:00,False,0.061,2
LOT_0240,2008-08-17T23:20:00,True,0.0339,0
LOT_0241,2008-08-17T23:55:00,False,0.0339,2
LOT_0242,2008-08-18T00:02:00,False,0.0407,0
LOT_0243,2008-08-18T00:20:00,True,0.0475,1
LOT_0244,2008-08-18T01:23:00,False,0.0407,5
LOT_0245,2008-08-18T04:01:00,False,0.0407,2
LOT_0246,2008-08-18T04:12:00,True,0.061,2
LOT_0247,2008-08-18T04:35:00,True,0.061,3
LOT_0248,2008-08-18T05:03:00,True,0.0542,0
LOT_0249,2008-08-18T05:25:00,True,0.061,8
LOT_0250,2008-08-18T06:07:00,True,0.0542,10
LOT_0251,2008-08-18T06:11:00,True,0.0542,2
LOT_0252,2008-08-18T06:26:00,True,0.061,4
LOT_0253,2008-08-18T07:11:00,True,0.0746,0
LOT_0254,2008-08-18T07:23:00,True,0.0339,3
LOT_0255,2008-08-18T07:29:00,True,0.0339,4
LOT_0256,2008-08-18T08:18:00,True,0.0407,1
LOT_0257,2008-08-18T08:31:00,True,0.0542,3
LOT_0258,2008-08-18T10:13:00,True,0.061,4
LOT_0259,2008-08-18T11:04:00,True,0.0407,3
LOT_0260,2008-08-18T12:00:00,True,0.0407,3
LOT_0261,2008-08-18T12:06:00,True,0.0542,2
LOT_0262,2008-08-18T12:22:00,True,0.0407,0
LOT_0263,2008-08-18T12:49:00,True,0.0746,0
LOT_0264,2008-08-18T13:07:00,True,0.0339,8
LOT_0265,2008-08-18T14:01:00,True,0.0475,3
LOT_0266,2008-08-18T14:04:00,True,0.0678,0
LOT_0267,2008-08-18T14:45:00,True,0.0542,4
LOT_0268,2008-08-18T15:00:00,True,0.0339,0
LOT_0269,2008-08-18T15:26:00,True,0.0542,2
LOT_0270,2008-08-18T15:30:00,True,0.0746,2
LOT_0271,2008-08-18T15:33:00,True,0.0475,0
LOT_0272,2008-08-18T15:41:00,True,0.0542,3
LOT_0273,2008-08-18T16:19:00,True,0.0746,1
LOT_0274,2008-08-18T17:13:00,False,0.0475,7
LOT_0275,2008-08-18T17:16:00,True,0.0542,1
LOT_0276,2008-08-18T17:37:00,True,0.0475,47
LOT_0277,2008-08-18T19:24:00,True,0.0407,0
LOT_0278,2008-08-18T19:54:00,False,0.0339,0
LOT_0279,2008-08-18T23:00:00,True,0.0407,1
LOT_0280,2008-08-18T23:03:00,True,0.0407,0
LOT_0281,2008-08-18T23:47:00,True,0.0475,4
LOT_0282,2008-08-19T01:10:00,True,0.0542,7
LOT_0283,2008-08-19T03:59:00,False,0.0746,4
LOT_0284,2008-08-19T04:58:00,True,0.061,8
LOT_0285,2008-08-19T05:09:00,True,0.0814,2
LOT_0286,2008-08-19T05:11:00,True,0.0407,3
LOT_0287,2008-08-19T05:11:00,True,0.0475,7
LOT_0288,2008-08-19T05:40:00,True,0.0339,6
LOT_0289,2008-08-19T05:41:00,True,0.0407,6
LOT_0290,2008-08-19T05:53:00,True,0.0339,7
LOT_0291,2008-08-19T05:54:00,True,0.0475,3
LOT_0292,2008-08-19T05:56:00,False,0.0475,3
LOT_0293,2008-08-19T06:24:00,True,0.061,7
LOT_0294,2008-08-19T07:43:00,True,0.0407,0
LOT_0295,2008-08-19T07:58:00,False,0.0542,2
LOT_0296,2008-08-19T08:01:00,True,0.0542,7
LOT_0297,2008-08-19T08:07:00,True,0.061,2
LOT_0298,2008-08-19T08:33:00,True,0.061,2
LOT_0299,2008-08-19T09:04:00,True,0.0475,5
LOT_0300,2008-08-19T09:05:00,True,0.1356,5
LOT_0301,2008-08-19T10:46:00,True,0.061,5
LOT_0302,2008-08-19T11:11:00,True,0.0407,0
LOT_0303,2008-08-19T11:13:00,True,0.0542,1
LOT_0304,2008-08-19T11:13:00,True,0.061,5
LOT_0305,2008-08-19T11:28:00,True,0.0475,3
LOT_0306,2008-08-19T11:44:00,True,0.0542,9
LOT_0307,2008-08-19T11:46:00,True,0.0407,0
LOT_0308,2008-08-19T11:57:00,True,0.0678,2
LOT_0309,2008-08-19T11:58:00,True,0.0746,10
LOT_0310,2008-08-19T12:30:00,True,0.061,5
LOT_0311,2008-08-19T15:33:00,True,0.0407,6
LOT_0312,2008-08-19T18:12:00,True,0.0475,8
LOT_0313,2008-08-19T18:12:00,True,0.0339,1
LOT_0314,2008-08-19T18:30:00,True,0.0542,10
LOT_0315,2008-08-19T18:30:00,True,0.0271,1
LOT_0316,2008-08-19T19:38:00,True,0.0407,2
LOT_0317,2008-08-19T20:53:00,True,0.1085,7
LOT_0318,2008-08-20T00:05:00,True,0.061,2
LOT_0319,2008-08-20T01:33:00,True,0.0339,7
LOT_0320,2008-08-20T01:42:00,True,0.0475,1
LOT_0321,2008-08-20T02:13:00,True,0.0542,4
LOT_0322,2008-08-20T02:27:00,False,0.0678,5
LOT_0323,2008-08-20T03:00:00,True,0.0678,7
LOT_0324,2008-08-20T03:12:00,False,0.0475,2
LOT_0325,2008-08-20T06:36:00,True,0.0542,1
LOT_0326,2008-08-20T07:12:00,True,0.061,2
LOT_0327,2008-08-20T08:40:00,False,0.0678,4
LOT_0328,2008-08-20T09:17:00,False,0.0678,5
LOT_0329,2008-08-20T10:26:00,True,0.0542,1
LOT_0330,2008-08-20T16:08:00,True,0.0814,7
LOT_0331,2008-08-20T16:16:00,True,0.061,3
LOT_0332,2008-08-20T17:09:00,True,0.0475,2
LOT_0333,2008-08-20T17:35:00,True,0.0407,4
LOT_0334,2008-08-20T17:36:00,True,0.0407,0
LOT_0335,2008-08-20T18:29:00,True,0.0407,3
LOT_0336,2008-08-20T18:35:00,True,0.0746,8
LOT_0337,2008-08-20T19:20:00,False,0.1085,4
LOT_0338,2008-08-20T20:19:00,True,0.0475,9
LOT_0339,2008-08-20T21:33:00,True,0.0475,7
LOT_0340,2008-08-20T21:41:00,True,0.0542,3
LOT_0341,2008-08-20T21:58:00,True,0.0339,3
LOT_0342,2008-08-20T22:13:00,True,0.061,8
LOT_0343,2008-08-20T22:45:00,True,0.0339,1
LOT_0344,2008-08-20T23:18:00,True,0.0475,0
LOT_0345,2008-08-20T23:43:00,False,0.0746,0
LOT_0346,2008-08-21T02:11:00,True,0.0475,1
LOT_0347,2008-08-21T02:46:00,True,0.0814,0
LOT_0348,2008-08-21T04:22:00,True,0.0339,11
LOT_0349,2008-08-21T04:29:00,True,0.0475,7
LOT_0350,2008-08-21T05:06:00,True,0.0407,6
LOT_0351,2008-08-21T05:15:00,True,0.0407,3
LOT_0352,2008-08-21T06:10:00,False,0.0407,2
LOT_0353,2008-08-21T11:22:00,True,0.0475,5
LOT_0354,2008-08-21T12:00:00,True,0.0475,2
LOT_0355,2008-08-21T12:31:00,True,0.0542,2
LOT_0356,2008-08-21T12:33:00,True,0.0407,1
LOT_0357,2008-08-21T12:43:00,True,0.0475,3
LOT_0358,2008-08-21T12:52:00,True,0.0475,1
LOT_0359,2008-08-21T13:11:00,True,0.0678,2
LOT_0360,2008-08-21T13:19:00,True,0.0407,0
LOT_0361,2008-08-21T13:29:00,True,0.0339,2
LOT_0362,2008-08-21T13:45:00,True,0.0407,1
LOT_0363,2008-08-21T14:47:00,True,0.061,7
LOT_0364,2008-08-21T15:05:00,True,0.0407,1
LOT_0365,2008-08-21T15:06:00,True,0.0542,1
LOT_0366,2008-08-21T15:32:00,True,0.0339,1
LOT_0367,2008-08-21T15:48:00,True,0.0407,7
LOT_0368,2008-08-21T15:50:00,True,0.0339,22
LOT_0369,2008-08-21T16:19:00,False,0.0407,4
LOT_0370,2008-08-21T16:36:00,True,0.0678,3
LOT_0371,2008-08-21T17:25:00,True,0.0407,1
LOT_0372,2008-08-21T17:44:00,True,0.0339,4
LOT_0373,2008-08-21T18:04:00,True,0.0678,4
LOT_0374,2008-08-21T18:05:00,False,0.0678,0
LOT_0375,2008-08-21T18:39:00,True,0.061,3
LOT_0376,2008-08-21T18:53:00,True,0.0746,13
LOT_0377,2008-08-21T19:12:00,True,0.0542,2
LOT_0378,2008-08-21T19:12:00,True,0.0407,2
LOT_0379,2008-08-21T19:46:00,True,0.0542,6
LOT_0380,2008-08-21T20:19:00,True,0.0475,1
LOT_0381,2008-08-21T20:21:00,True,0.0271,4
LOT_0382,2008-08-21T20:37:00,True,0.0407,0
LOT_0383,2008-08-21T21:32:00,True,0.061,2
LOT_0384,2008-08-21T22:25:00,True,0.0678,10
LOT_0385,2008-08-21T22:41:00,True,0.0746,7
LOT_0386,2008-08-21T23:08:00,True,0.0339,14
LOT_0387,2008-08-21T23:27:00,True,0.061,7
LOT_0388,2008-08-21T23:53:00,True,0.0475,5
LOT_0389,2008-08-21T23:57:00,True,0.0678,0
LOT_0390,2008-08-22T00:43:00,True,0.0407,1
LOT_0391,2008-08-22T00:44:00,True,0.0475,0
LOT_0392,2008-08-22T00:47:00,True,0.061,3
LOT_0393,2008-08-22T01:04:00,False,0.0475,1
LOT_0394,2008-08-22T01:26:00,True,0.0339,5
LOT_0395,2008-08-22T01:27:00,True,0.0475,3
LOT_0396,2008-08-22T01:54:00,True,0.0407,4
LOT_0397,2008-08-22T02:01:00,True,0.0339,8
LOT_0398,2008-08-22T02:25:00,True,0.0814,2
LOT_0399,2008-08-22T02:52:00,True,0.0339,3
LOT_0400,2008-08-22T03:18:00,True,0.061,16
LOT_0401,2008-08-22T03:58:00,True,0.0407,0
LOT_0402,2008-08-22T04:40:00,True,0.0542,0
LOT_0403,2008-08-22T04:57:00,True,0.0407,0
LOT_0404,2008-08-22T05:21:00,True,0.061,9
LOT_0405,2008-08-22T05:31:00,True,0.0475,12
LOT_0406,2008-08-22T05:32:00,True,0.0678,6
LOT_0407,2008-08-22T06:00:00,False,0.061,3
LOT_0408,2008-08-22T07:04:00,True,0.061,2
LOT_0409,2008-08-22T07:17:00,True,0.0407,3
LOT_0410,2008-08-22T07:27:00,True,0.0475,0
LOT_0411,2008-08-22T09:29:00,True,0.0475,9
LOT_0412,2008-08-22T09:29:00,True,0.0407,2
LOT_0413,2008-08-22T10:01:00,True,0.0407,2
LOT_0414,2008-08-22T10:18:00,True,0.061,1
LOT_0415,2008-08-22T10:47:00,True,0.0475,2
LOT_0416,2008-08-22T11:32:00,True,0.0339,1
LOT_0417,2008-08-22T12:13:00,True,0.0407,1
LOT_0418,2008-08-22T12:37:00,True,0.061,1
LOT_0419,2008-08-22T12:42:00,True,0.0407,4
LOT_0420,2008-08-22T13:22:00,True,0.0407,4
LOT_0421,2008-08-22T14:45:00,True,0.061,2
LOT_0422,2008-08-22T15:25:00,True,0.0678,10
LOT_0423,2008-08-22T15:39:00,True,0.0407,3
LOT_0424,2008-08-22T15:54:00,True,0.0407,3
LOT_0425,2008-08-22T19:14:00,False,0.0475,0
LOT_0426,2008-08-22T23:46:00,True,0.0475,0
LOT_0427,2008-08-22T23:47:00,True,0.0678,9
LOT_0428,2008-08-22T23:49:00,True,0.0678,4
LOT_0429,2008-08-22T23:56:00,True,0.0542,0
LOT_0430,2008-08-23T02:04:00,True,0.0407,4
LOT_0431,2008-08-23T03:26:00,True,0.0542,0
LOT_0432,2008-08-23T04:50:00,True,0.0542,2
LOT_0433,2008-08-23T04:52:00,True,0.0746,2
LOT_0434,2008-08-23T05:57:00,True,0.0542,2
LOT_0435,2008-08-23T05:57:00,True,0.0407,2
LOT_0436,2008-08-23T05:58:00,True,0.061,0
LOT_0437,2008-08-23T05:58:00,True,0.0407,2
LOT_0438,2008-08-23T09:24:00,True,0.0475,8
LOT_0439,2008-08-23T12:58:00,True,0.0542,7
LOT_0440,2008-08-23T13:02:00,True,0.0407,8
LOT_0441,2008-08-23T15:10:00,True,0.0407,5
LOT_0442,2008-08-23T15:29:00,False,0.0746,4
LOT_0443,2008-08-24T02:32:00,True,0.0542,0
LOT_0444,2008-08-24T04:00:00,True,0.0542,9
LOT_0445,2008-08-24T07:12:00,True,0.0542,3
LOT_0446,2008-08-24T07:14:00,True,0.0339,0
LOT_0447,2008-08-24T10:09:00,True,0.0339,1
LOT_0448,2008-08-24T10:14:00,True,0.0339,2
LOT_0449,2008-08-24T13:03:00,False,0.0475,2
LOT_0450,2008-08-25T09:29:00,True,0.061,0
LOT_0451,2008-08-27T00:46:00,True,0.0678,7
LOT_0452,2008-08-27T11:38:00,True,0.0407,1
LOT_0453,2008-08-27T12:22:00,True,0.0407,1
LOT_0454,2008-08-27T13:35:00,True,0.0407,1
LOT_0455,2008-08-27T14:18:00,True,0.0746,3
LOT_0456,2008-08-27T17:14:00,True,0.0339,9
LOT_0457,2008-08-27T22:48:00,True,0.0542,7
LOT_0458,2008-08-27T22:58:00,True,0.061,45
LOT_0459,2008-08-28T03:03:00,True,0.061,1
LOT_0460,2008-08-28T03:04:00,True,0.0949,0
LOT_0461,2008-08-28T03:29:00,True,0.061,0
LOT_0462,2008-08-28T03:38:00,True,0.0475,6
LOT_0463,2008-08-28T03:45:00,True,0.0407,0
LOT_0464,2008-08-28T04:10:00,True,0.0678,0
LOT_0465,2008-08-28T04:20:00,True,0.061,3
LOT_0466,2008-08-28T04:54:00,True,0.0746,1
LOT_0467,2008-08-28T05:00:00,True,0.061,38
LOT_0468,2008-08-28T06:15:00,True,0.0407,0
LOT_0469,2008-08-28T06:39:00,True,0.0746,0
LOT_0470,2008-08-28T06:56:00,True,0.061,1
LOT_0471,2008-08-28T07:40:00,True,0.0542,2
LOT_0472,2008-08-28T07:51:00,True,0.0542,0
LOT_0473,2008-08-28T08:41:00,True,0.0542,0
LOT_0474,2008-08-28T09:46:00,True,0.0475,2
LOT_0475,2008-08-28T09:49:00,True,0.0542,0
LOT_0476,2008-08-28T10:15:00,True,0.0542,1
LOT_0477,2008-08-28T10:28:00,True,0.0661,2
LOT_0478,2008-08-28T10:32:00,True,0.061,0
LOT_0479,2008-08-28T11:19:00,True,0.0661,0
LOT_0480,2008-08-28T12:44:00,True,0.0407,2
LOT_0481,2008-08-28T14:48:00,True,0.0407,3
LOT_0482,2008-08-28T15:19:00,True,0.0475,6
